file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,serverity
310671,9cf10b4,,37,0,0,0,77,2,0,108,49,0.87345684,0.2967033,0.6043956,18,0,5,4,9,0,0,0,0,0,18,1,0,17,0,1,1,0,0,446,17,1,28,5,4,4,30,116,3,76,6,6,0,0,287,1,0,normal
312438,80e9b04,,11,0,0,0,29,2,0,13,57,0.7833333,0.22857143,0.42857143,15,0,15,0,0,0,0,0,0,0,8,0,0,5,0,3,0,0,0,114,14,0,7,1,6,7,13,28,6,20,3,0,0,0,98,16,1,normal
311778,d927cc7,,17,0,0,0,41,2,0,27,33,0.86,0.21428572,0.35714287,10,0,8,2,0,0,0,0,0,0,5,3,3,2,0,0,3,0,0,127,19,2,15,0,10,1,5,32,0,23,4,0,0,0,127,17,0,major
310494,7e088b3,,30,0,0,0,231,1,0,146,1628,0.9221312,0.026984127,0.046031747,61,1,17,25,13,6,0,0,0,0,8,0,0,8,0,0,0,0,1,940,89,16,71,12,14,3,53,181,0,147,8,8,0,0,465,1,0,normal
312614,816e901,,87,0,0,0,424,2,0,202,10601,0.96129024,0.04785643,0.25366756,155,0,115,36,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1516,142,52,119,3,38,53,54,227,4,201,4,7,1,0,431,1,0,major
311515,ef38bc3,,3.3333333,0,0,0,4.6666665,1.6666666,0,6.6666665,0,NaN,NaN,NaN,3.6666667,0,2,0,1.6666666,0,0,0,0,0,277.33334,277,276.66666,0.6666667,0,0,22.333334,0,0,295.66666,1,0,0,0.33333334,0,22.333334,0,23,22,277.66666,0.6666667,0,0,0,204.33333,1,0,normal
297402,5c3fda3,,20.5,0,0,0,42.5,1,0,43.5,65.5,0.61769485,0.3611111,0.8333334,13,0,6.5,6,0.5,0,0,0,0,0,8,0,0,8,0,0,0.5,0,0.5,206,13,0,17.5,1,0.5,1,5.5,46,0,31,3,3,0.5,0,134,1,0,normal
312454,539b766,,143,0,0,0,283,3,0,273,6705,0.9794115,0.01232493,0.02184874,119,8,69,34,4,12,0,0,13,0,40,8,1,36,0,3,4,0,9,1677,108,29,56,10,10,24,61,248,10,216,5,52,2,0,645,17,1,normal
312421,7a70e5b,,27,0,0,0,61,1,0,63,83,0.90909094,0.054545455,0.10909091,14,1,7,3,2,2,0,0,0,0,11,1,1,5,4,1,1,0,2,339,13,6,25,1,9,8,1,50,2,46,4,4,0,0,98,1,1,normal
312333,ceef47c,,17,0,0,0,34,1,0,30,34,0.8666667,0.04761905,0.04761905,9,2,6,2,0,1,0,0,0,0,5,0,0,5,0,0,0,0,5,147,7,5,7,0,7,3,3,23,2,23,5,2,0,0,56,1,1,normal
312259,68ed333,,87,0,0,0,424,2,0,202,10601,0.96129024,0.04785643,0.25366756,155,0,115,36,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1516,142,52,119,3,38,53,54,227,4,201,4,7,1,0,431,1,0,blocker
302694,f07107f,,31,0,0,0,146,2,0,123,220,0.9115148,0.8333333,1,25,0,1,21,3,0,0,0,0,0,33,15,0,33,0,0,1,0,1,610,27,1,76,6,34,0,114,230,4,115,5,2,0,0,210,1,0,normal
311584,0d6b343,,15,0,0,0,24,2,0,43,0,0.6,0.5714286,0.75,10,0,3,2,5,0,0,0,0,0,4,1,0,4,0,0,1,0,0,111,3,1,8,1,0,0,6,26,1,19,3,1,0,0,114,17,0,major
311194,ba72543,,43,0,0,0,45,9,0,67,116,0.8823529,0.06666667,0.14285715,17,0,5,2,10,0,0,0,0,0,13,3,0,13,0,0,3,0,0,504,13,1,17,2,3,8,9,44,6,39,6,2,7,0,202,1,0,minor
306736,ecba732,,134,0,0,0,329,2,0,265,6737,0.97950375,0.010493827,0.011111111,119,6,66,38,4,11,0,0,11,0,41,7,1,38,0,2,6,0,11,2042,117,29,91,15,9,22,99,323,11,266,8,59,2,0,655,17,0,normal
312095,f23e264,,93,0,0,0,193,1,0,191,4972,0.9734828,0.03702819,0.11514572,105,5,66,13,4,22,0,0,7,0,51,15,7,33,0,11,15,0,9,832,61,11,39,7,6,12,28,171,4,149,3,7,0,0,531,1,1,normal
284558,c7522dd,,113,0,0,0,236,17,0,224,1583,0.9578163,0.17857143,0.35714287,62,22,3,54,5,0,0,0,0,0,39,11,0,35,0,4,13,0,49,1911,89,32,37,1,21,13,64,367,2,289,5,13,19,0,458,1,0,normal
309716,a5a593e,,7,0,0,0,7,2,0,11,0,0.4,0.5,0.5,4,0,4,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,74,2,0,3,0,0,0,0,7,0,6,1,1,0,0,90,1,0,normal
312063,53a299e,,16,0,0,0,51,1,0,27,15,0.76666677,0.5777778,1,15,0,7,5,0,3,0,0,0,0,10,1,0,9,0,1,1,0,0,195,9,7,24,0,2,1,0,30,0,33,4,2,0,0,65,1,0,normal
310444,32d101d,,21,0,0,0,72.833336,1.6666666,0,71,414.5,NaN,NaN,NaN,22.833334,0.33333334,5.8333335,6.1666665,9.833333,1,0,0,0.16666667,0,28.833334,20.833334,18.333334,7.6666665,2.3333333,0.5,2.5,0,0.6666667,398.5,24.666666,3.5,23.5,3.1666667,4.1666665,3,19.666666,78.166664,1,75.833336,3,5.3333335,0.16666667,0,253.5,1,0,normal
311722,138cfd5,,4,0,0,0,15,2,0,8,16,0.44444445,0.2857143,0.2857143,9,0,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,53,8,1,5,0,0,0,0,7,0,4,2,0,0,0,27,1,0,normal
311721,19e3cd7,,18,0,0,0,6,2,0,23,11,0.6666667,0.16666667,0.16666667,6,0,0,2,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,73,4,0,0,0,0,1,0,3,0,3,0,2,0,0,44,1025,0,normal
311719,680ba71,,15,0,0,0,8,2,0,19,4,0.5,0.16666667,0.16666667,4,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40,2,0,2,0,2,4,3,10,0,9,2,0,0,0,28,1,0,major
311619,a0f2398,,54.5,0,0,0,104.5,1.5,0,109,2384.5,0.89215696,0.07636882,0.3200999,59.5,4.5,33.5,7,8.5,10.5,0,0,3.5,0,30,7.5,3.5,21,0,5.5,7.5,0,5.5,502,33.5,6,18.5,3.5,3,5.5,17,110,1.5,88,2.5,5.5,0,0,328,1,0.5,normal
308646,baec2ea,,9,0,0,0,7,2,0,6,2,0.5833333,0.33333334,0.5,4,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,29,2,0,3,0,0,1,0,3,1,3,1,0,0,0,22,1,0,major
311421,b356647,,6,0,0,0,3,1,0,5,0,0,NaN,NaN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,1,0,1,1,0,0,0,15,1,0,normal
311538,c776d3d,,87,0,0,0,424,2,0,201,10599,0.9610751,0.04799886,0.25366756,155,0,115,36,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1511,142,52,119,3,38,53,54,227,4,201,4,7,1,0,431,1,0,normal
310601,d7f159e,,17,0,0,0,14,2,0,25,1,0.7619047,0.6666667,1,6,0,4,2,0,0,0,0,0,0,7,4,1,6,0,0,4,0,0,86,2,0,6,0,0,2,1,18,2,16,2,3,0,0,155,1,0,normal
310499,afe9adb,,20.5,0,0,0,58.5,2,0,72.5,400,NaN,NaN,NaN,22,0,2.5,3.5,16,0,0,0,0.5,0,71,62,55,9,7,0,7,0,1,417.5,20,2,22,1,3.5,5,15.5,71,1.5,108,2,8.5,0,0,290,1,0,normal
311077,4decec2,,10,0,0,0,10,2,0,9,11,0.7142857,0.23809524,0.2857143,7,0,7,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,39,3,0,3,0,0,1,0,4,1,4,1,0,0,0,31,1,0,normal
311396,1619787,,40,0,0,0,69,2,0,83,145,0.91358024,0.044444446,0.044444446,18,0,7,8,3,0,0,0,0,1,9,1,0,5,0,4,1,0,0,383,20,5,24,0,12,8,24,76,2,66,2,8,1,0,142,1,0,normal
311390,ea99826,,57.5,0,0,0,229,2,0,135.5,5331.5,0.8716708,0.12399943,0.7627585,84,1,62.5,19,0.5,2,0,0,0,0,18,1.5,0,16.5,0.5,1,0.5,0,2.5,835,77.5,26,67,3.5,20.5,27.5,26.5,129,2,113,3.5,3.5,0.5,0,255,1,0,normal
311371,dff6fff,,87,0,0,0,424,2,0,203,10619,0.96129024,0.04799886,0.25366756,155,0,115,36,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1509,142,52,119,3,38,53,52,225,4,199,4,7,1,0,431,1,0,major
310313,4315fec,,84,0,0,0,415,2,0,197,10160,0.96052635,0.04799886,0.25366756,152,0,115,33,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1477,138,52,114,3,37,53,52,218,4,192,4,7,1,0,425,1,0,normal
311360,5003cff,,84,0,0,0,415,2,0,198,10180,0.9607457,0.046574563,0.25366756,152,0,115,33,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1476,138,52,114,3,37,53,52,217,4,191,4,7,1,0,425,1,0,major
311043,2dbe5ca,,84,0,0,0,415,2,0,198,10180,0.9607457,0.046574563,0.25366756,152,0,115,33,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1476,138,52,114,3,37,53,52,217,4,191,4,7,1,0,425,1,0,normal
310908,90c1000,,19,0,0,0,115,1,0,84,211,0.8908187,0.30666667,0.77,31,0,13,6,2,10,0,0,0,0,26,15,0,18,2,6,14,0,6,344,44,13,36,2,6,10,27,101,1,78,3,0,0,0,192,0,0,normal
308667,c9cc77e,,16,0,0,0,23,1,0,19,22,0.91282046,0.35897437,0.35897437,13,0,13,0,0,0,0,0,0,0,15,11,0,4,0,11,11,0,0,86,12,2,6,1,0,13,0,22,2,23,1,0,0,0,69,1,0,normal
310853,1f4ad6e,,84,0,0,0,417,2,0,198,10180,0.9607457,0.046574563,0.25366756,152,0,115,33,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1481,138,53,114,3,38,53,52,218,4,192,6,7,1,0,425,1,0,major
310843,59888cd,,92,0,0,0,186,1,0,185,4665,0.9725492,0.038451936,0.12009987,102,5,65,12,4,21,0,0,7,0,50,15,7,32,0,11,15,0,8,804,60,11,37,7,6,11,28,165,3,144,3,7,0,0,528,1,1,normal
310650,f626dbd,,17,0,0,0,17,2,0,35,10,0.72222227,0.62222224,0.62222224,12,0,10,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,103,3,0,3,1,5,0,0,14,0,11,1,3,0,0,89,17,0,normal
310685,9c07aeb,,39,0,0,0,116,2,0,144,800,0.9391495,0.06306306,0.15915915,44,0,5,7,32,0,0,0,1,0,31,13,0,17,14,0,13,0,2,707,40,4,44,2,7,9,31,141,3,105,4,15,0,0,445,1,0,normal
310394,b235c61,,9,0,0,0,12,2,0,9,8,0.65625,0.35714287,0.75,8,0,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,109,5,0,1,0,0,1,2,10,0,7,2,2,1,0,96,1,0,blocker
310408,b292eb4,,5,0,0,0,22,2,0,22,9,0.8055555,0.33333334,0.33333334,6,1,3,3,0,0,0,0,0,0,6,5,1,5,0,0,4,0,0,106,8,2,7,0,3,2,3,19,1,17,2,0,1,0,89,1,0,normal
262906,06a7fb5,,8.875,0,0,0,13,1.625,0,20.25,9,NaN,0.11820887,1.6599567,6.25,0.125,4.75,1,0.5,0,0,0,0,0.125,9.625,0.75,0,5,0,4.625,1.5,0,0.875,91.5,2.625,0.875,3.375,0.375,0.25,8.875,3.875,20.875,0.25,18.5,1.625,0.75,0.375,0,77.875,1,0,normal
292549,70d1a3c,,16,0,0,0,30,2,0,48,0,0.73611104,0.64285713,1,9,0,6,1,2,0,0,0,0,0,16,1,0,16,0,0,2,0,0,246,1,0,13,1,0,3,4,29,0,23,3,3,1,0,91,1,0,normal
287536,e7269fb,,11,0,0,0,10,2,0,30,34,0.7777778,0,0,9,0,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,152,0,0,1,0,0,43,50,33,1,22,0,1,0,0,72,1,0,normal
305703,e81ccb6,,23.5,0,0,0,139.33333,2.1666667,0,64,1960.1666,0.5869201,0.08385584,1.3007449,46.5,0.6666667,20.833334,3.8333333,19.666666,2.1666667,0,3.3333333,1.8333334,0.16666667,8.333333,1.6666666,0.5,7.8333335,0,0,2.1666667,0,2,537.6667,40.5,15.666667,41.166668,1.5,4.6666665,2.3333333,36.666668,100.166664,6.5,84.166664,2.5,3.8333333,1,0,273,342.33334,0,major
285529,826bd2e,,10.666667,0,0,0,31.666666,1.3333334,0,26.666666,75,0.39444447,0.4054581,1.374269,14.666667,0,10.666667,3.6666667,0.33333334,0,0,0,0.33333334,0,3.6666667,0.33333334,0,3.6666667,0,0,0.33333334,0,1,147.33333,8.666667,4.6666665,2.6666667,0.33333334,1.3333334,12,3.3333333,24.333334,6.6666665,22,2.3333333,3,0,0,110,1,0,normal
139986,e75adbc,,12.896552,0,0,0,37.37931,1.6206896,0,31.413794,114.344826,0.70551544,0.35394847,14.129024,14.75862,0.2413793,11.172414,1.6896552,1.5172414,0.37931034,0,0.03448276,0.2413793,0.10344828,9.5172415,3.8275862,2.275862,6.3448277,0.8965517,0,5.172414,0,0.86206895,150.93103,13.068966,3.2068965,8.24138,1.2413793,2,7.9310346,7.3103447,29,3.1724138,24.310345,2.724138,0.6896552,0.31034482,0,131.44827,75.48276,0,normal
309308,f794b1f,,142,0,0,0,284,3,0,273,6705,0.9794115,0.01232493,0.02184874,119,8,69,34,4,12,0,0,13,0,40,8,1,36,0,3,4,0,9,1680,108,29,56,10,9,24,61,248,10,216,5,52,2,0,645,17,1,normal
310303,022c853,,4,0,0,0,1,2,0,4,0,0,NaN,NaN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,2,0,0,0,0,18,1,0,normal
307129,d501a53,,48,0,0,0,92.166664,1.6666666,0,90.5,1890.6666,0.59044,NaN,NaN,41.666668,2.1666667,24.833334,8.833333,1.3333334,6.6666665,0,0,3.3333333,0,18.5,4,1.3333334,13.833333,0.16666667,3.1666667,3.3333333,0,3,506,30.333334,8,21,2.8333333,4,7,15,79.166664,2.1666667,71,2.5,11.5,0.6666667,0,230.66667,3.6666667,0.33333334,normal
310196,b2d02c1,,25.5,0,0,0,34.5,2.5,0,54.5,13.5,0.6449495,0.46536797,1.2943723,15.5,0.5,7,6.5,2,0,0,0,0,0,11.5,1,0,11.5,0,0,2.5,0,0.5,251,8.5,3,9,1,2,1,11.5,66,0.5,43,3,3.5,2,0,174,1,0,normal
309273,f75bed6,,32,0,0,0,91,2,0,106,58,0.88250005,0.3478261,0.60474306,25,0,12,2,11,0,0,0,0,0,16,1,0,15,0,1,1,0,0,439,25,2,33,5,3,1,16,87,3,66,6,4,0,0,356,1,0,normal
309271,7005012,,31,0,0,0,78,1,0,73,106,0.8503402,0.24444444,0.33333334,21,0,9,11,1,0,0,0,0,0,14,0,0,14,0,0,1,0,1,360,24,0,36,0,1,2,10,88,0,61,4,4,1,0,212,1,0,normal
310146,fcf4bd9,,91,0,0,0,183,1,0,182,4564,0.9722775,0.039325844,0.122829415,101,5,64,12,4,21,0,0,7,0,50,15,7,32,0,11,15,0,8,784,59,10,37,7,6,11,28,162,3,141,3,6,0,0,526,1,1,normal
309996,a693617,,22,0,0,0,87,3,0,59,131,0.85330564,0.18181819,0.42424244,22,4,7,10,5,0,0,0,0,0,22,6,6,16,0,0,6,0,10,332,21,4,24,0,9,11,46,109,2,67,3,3,1,0,228,1,0,normal
309997,4eeb801,,2.5,0,0,0,3,1.5,0,3,0,NaN,NaN,NaN,2.5,0,2,0,0.5,0,0,0,0,0,381,380,379.5,0.5,0,1,0.5,0,0,424.5,0,0,0,0,0,0.5,0,1.5,0,381,0,0,0.5,0,292,1,0,normal
302441,160a81a,,14.25,0,0,0,45.5,2.25,0,36.25,65.75,NaN,NaN,NaN,12,1.25,4,6,2,0,0,0,0,0,197,191.5,191.25,5.75,0,0,1.75,0,2.75,373.75,12.75,2,13.5,0,4,3,17.75,52.5,0.5,221,2,1.25,0.25,0,268.25,1,0,enhancement
303691,baba724,,26,0,0,0,102,2,0,66,91,0.9285714,0,0,14,0,5,9,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,429,39,5,37,5,9,5,27,96,0,68,5,4,0,0,196,1,0,normal
309734,872e7ef,,20,0,0,0,84,1,0,36,746,0.92870545,0.034920637,0.06349207,41,8,36,5,0,0,0,0,0,0,13,0,0,10,0,3,0,0,11,287,36,1,24,0,9,18,8,51,18,47,2,0,0,0,103,1,0,normal
261031,83a66e0,,8.5,0,0,0,42.5,2,0,33,69,0.42803028,0.26363635,0.6545454,14.5,0,5.5,5.5,0,3.5,0,0,0,0,3,1,0,3,0,0,2,0,0,175.5,13,5.5,5.5,2.5,2,0,10,42.5,0,33.5,3,0,1,0,209.5,1,0,normal
213448,b914730,,18.333334,0,0,0,17.333334,2.3333333,0,29,33,0.7900617,0.3878788,1.561039,11.666667,3.6666667,9,0.6666667,2,0,0,0,0,0,7.6666665,2,0.33333334,7.3333335,0,0,4,0,2.6666667,130.33333,3.3333333,0,2.3333333,0,0.6666667,1,1,14,0.33333334,13.333333,1.3333334,2.3333333,1,0,100,6.3333335,0,minor
309851,1b2354f,,17,0,0,0,40,2,0,27,33,0.86,0.21428572,0.35714287,10,0,8,2,0,0,0,0,0,0,5,3,3,2,0,0,3,0,0,125,19,2,14,0,10,1,5,32,0,23,4,0,0,0,127,17,0,major
292427,9674955,,13.2,0,0,0,14.6,2,0,19.6,12.6,0.5265714,0.30952382,1.9663005,6.4,0.2,3,0.2,3.2,0,0,0,0.2,0,17.8,13.8,12,1.8,4,0,14,0,0,91.8,2.4,1.4,1.4,0.2,0.6,19.6,6.2,24.4,2.2,23.6,1.4,0.6,0,0,67.2,4.2,0,normal
302277,8d3ef0a,,17.5,0,0,0,46,1.5,0,56,160.5,NaN,NaN,NaN,13,0,3.5,4.5,0.5,4.5,0,0,0,0,388.5,381,378.5,3,0,7,1,0,2,669.5,8.5,7.5,9,5.5,3.5,3,22.5,75.5,1.5,431,2.5,3,1,0,350.5,1,0,normal
309821,312c5de,,19,0,0,0,15,1,0,25,27,0.8454546,0.22222222,0.46666667,11,0,6,1,1,3,0,1,0,0,10,2,2,4,0,4,2,0,0,113,6,0,1,1,3,2,0,11,0,13,1,4,0,0,97,1025,1,normal
309837,b563c57,,33,0,0,0,84,2,0,97,866,0.93427247,0.22727273,0.3181818,45,0,5,33,4,3,0,0,0,0,71,0,0,68,0,3,1,0,1,894,38,4,13,0,2,27,7,202,3,128,2,7,0,0,316,17,0,enhancement
302132,3785cac,,20,0,0,0,63.25,2.25,0,54.25,426.75,0.8567506,0.14475845,1.1120026,27.75,0.5,21.25,1.25,4.5,0.75,0,0,1,0.25,27.75,19.75,14,8.75,5,0,20.5,0,0.25,277.25,19.75,6.75,13,1,1.75,39.5,28.5,66.5,6.5,60,2.5,0.5,0,0,163.75,1,0,normal
307405,9cacdac,,28.5,0,0,0,116.5,2,0,83.5,819,0.9057834,0.315058,0.9945333,42,1,31.5,7.5,1.5,1.5,0,0,2,5,17.5,5,1,16.5,0,0,8,0,0.5,447.5,49,15,29,4,5,3.5,19,95.5,1.5,82,5,0.5,1,0,279.5,1,0,major
208910,59ba6d4,,18,0,0,0,92,2,0,54,91,0.9285714,0,0,14,0,5,9,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,360,31,5,34,2,9,5,24,85,0,58,5,1,0,0,176,1,0,normal
274198,3.50E+149,,11.5,0,0,0,23.5,1.5,0,33,32,0.486969,0.071428575,0.31868133,8.5,1.5,1.5,0,7,0,0,0,0,0,37,32,27,0,10,0,31.5,0,0,119,4.5,3.5,1,0.5,0.5,37.5,10,50.5,2.5,50.5,2,0,0,0,99.5,1,0,normal
309698,11bfdca,,24.5,0,0,0,24.5,1.5,0,37.5,54,0.38888893,0,0,11,1,7,1,3,0,0,0,0,0,1.5,0,0,1.5,0,0,0,0,1,143,8.5,2,7.5,0.5,1,4,7.5,29.5,2,24.5,2,3.5,0,0,95.5,513,0,major
299760,a593d12,,18,0,0,0,10.5,2,0,23.5,5.5,0.4666667,0.15,0.3,5.5,0,2,0,1,2.5,0,0,0,0,1,0,0,1,0,0,0,0,0,46,2,0.5,2.5,0,1.5,3,2,10.5,0,9.5,2.5,0,0,0,37.5,1,0,normal
309665,1281fc1,,5,0,0,0,18,2,0,11,16,0.44444445,0.2857143,0.2857143,9,0,6,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,67,9,1,7,0,0,0,1,11,0,5,2,0,0,0,30,1,0,normal
309563,83170ce,,13,0,0,0,18,3,0,19.2,69,0,0,0,10.4,0,5.4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,4.4,0,3.2,0,5,19,1,1,1,1,1,0,0,0,90,1,0,normal
305571,ccba653,,7,0,0,0,14,2,0,6,39,0.8,0.06666667,0.06666667,10,0,9,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,42,5,0,3,0,0,0,0,7,0,6,1,0,0,0,43,1,0,normal
309253,26e86a1,,84,0,0,0,415,2,0,197,10194,0.960965,0.04571998,0.25366756,152,0,115,33,1,3,0,0,0,0,30,1,0,27,1,2,1,0,4,1470,138,53,112,3,38,53,52,217,4,191,6,7,1,0,425,1,0,normal
293841,25cc9e7,,18,0,0,0,98,2,0,48,837,0.9545455,0.062068965,0.101149425,46,0,28,16,2,0,0,0,0,0,33,13,7,26,0,0,13,0,0,1009,24,4,22,0,10,8,27,60,0,48,4,4,1,0,390,1,0,minor
212894,70a9603,,11.5,0,0,0,20,1.5,0,28,8,0.6532738,0.31666666,0.8333334,7.5,0.5,5,2.5,0,0,0,0,0,0,3.5,0,0,3.5,0,0,0,0,2,114,10,1,4.5,0.5,1,0.5,8,21.5,2,17,2.5,1,0,0,69,1,0,normal
301196,135d6d4,,9.5,0,0,0,10,2,0,14.5,5,0.390625,NaN,NaN,4.5,0,2,2,0.5,0,0,0,0,0,4,1.5,0.5,3.5,0,0,1.5,0,0,57.5,1.5,0,3,0,0,0.5,0.5,8.5,0.5,7,1,1.5,0,0,81.5,1,0,normal
304716,e69c587,,132,0,0,0,326,2,0,259,6737,0.97950375,0.010493827,0.011111111,119,6,66,38,4,11,0,0,11,0,41,7,1,38,0,2,6,0,11,1925,117,29,90,14,9,19,99,317,11,262,8,59,1,0,647,17,0,normal
160242,792cbbf,,16,0,0,0,49,2,0,38,198,0.8952381,0.031578947,0.047368422,21,1,11,1,9,0,0,0,0,0,5,1,0,5,0,0,1,0,0,193,17,0,16,7,0,5,0,26,0,18,3,2,0,0,450,1025,0,normal
148993,c43866f,,43,0,0,0,123,1,0,85,593,0.9714286,0.002645503,0.002645503,35,34,28,7,0,0,0,0,0,0,4,4,3,1,0,0,3,0,24,560,51,7,49,11,8,5,13,96,0,72,3,2,3,0,416,17,0,normal
203640,16ea8f5,,42.5,0,0,0,149,1.5,0,116,296.5,0.9113445,0.4257431,0.9068912,60,17,53.5,5,1,0.5,0,0,0,0,9,2,1.5,6.5,0,1,1.5,0,47,1108.5,28,19.5,46,13.5,9.5,137.5,148,303.5,11,219,2.5,2.5,1.5,0,433.5,9,0,normal
301820,e5790b9,,16.833334,0,0,0,45,2.5,0,41.166668,90.666664,NaN,NaN,NaN,16.166666,3.1666667,8.166667,4.5,1.5,2,0,0,0,0,135,127,125.166664,5,2,2.8333333,0.33333334,0,8.166667,397.5,16,3.5,11.666667,1,6.5,8.333333,20.5,63.333332,1.8333334,162.5,3,2.6666667,1.6666666,0,176.33333,0.5,0,normal
309103,a25082d,,31,0,0,0,52,3,0,69,170,0.80952376,0.33563218,0.583908,33,0,18,3,12,0,0,4,0,0,7,2,0,6,1,0,2,0,0,420,13,1,9,0,5,2,18,46,6,33,3,7,2,0,223,1025,0,normal
61038,2ca8984,,31,0,0,0,52,3,0,69,170,0.80952376,0.33563218,0.583908,33,0,18,3,12,0,0,4,0,0,7,2,0,6,1,0,2,0,0,408,13,1,9,0,5,2,18,46,6,33,3,7,2,0,205,1025,0,normal
309041,55f4351,,12,0,0,0,23,1,0,30,1,0.5,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,96,5,5,3,2,0,0,7,31,0,27,6,0,0,0,69,1,0,normal
194988,0470fda,,4,0,0,0,12,2,0,9,8,0.625,0.2857143,0.2857143,8,0,3,1,1,3,0,0,0,0,2,1,0,2,0,0,1,0,0,39,6,1,3,0,0,1,1,7,1,5,2,0,0,0,57,1,0,normal
286716,40c7719,,0,0,0,0,0,1,0,0,0,NaN,-1,-1,0,0,0,0,0,0,0,0,0,0,50,50,50,0,0,0,40,0,0,52,0,0,0,0,0,50,0,50,0,50,0,0,0,0,278,1,0,trivial
297256,070ffd1,,27,0,0,0,65,2,0,79,44,0.8361345,0.36190477,0.74285716,17,0,2,2,13,0,0,0,0,0,28,0,0,28,0,0,8,0,1,398,14,8,22,0,1,0,28,125,0,91,5,7,0,0,207,1,0,normal
293466,45c997a,,113,0,0,0,236,17,0,224,1583,0.9578163,0.17857143,0.35714287,62,22,3,54,5,0,0,0,0,0,39,11,0,35,0,4,13,0,49,1913,89,32,37,1,21,13,64,367,2,289,5,13,19,0,458,1,0,minor
304046,74c30b2,,25,0,0,0,42,2,0,69,174,0.90178573,0.077922076,0.24675325,21,0,5,0,16,0,0,0,0,0,16,3,0,16,0,0,3,0,2,265,12,2,11,0,5,7,16,69,3,43,3,1,1,0,199,17,0,normal
293448,4f7fe30,,113,0,0,0,237,17,0,224,1583,0.9578163,0.17857143,0.35714287,62,22,3,54,5,0,0,0,0,0,39,11,0,35,0,4,13,0,50,1916,88,32,37,1,21,13,64,368,2,290,5,13,19,0,458,1,0,normal
294117,193fa02,,10,0,0,0,38,2,0,20,26,0.75,0.055555556,0.055555556,9,0,5,0,3,1,0,0,1,0,4,1,0,2,2,0,1,0,3,150,6,0,13,6,9,13,3,32,1,27,5,2,0,0,117,1,0,major
273436,e82208e,,4,0,0,0,1.5,2,0,5.5,0.5,0.25,NaN,NaN,1.5,0,1.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,16.5,0,0,0,0,0,3,0,3,0,3,0,0.5,0,0,15.5,1,0,normal
307858,6876fcc,,9,0,0,0,19,2,0,33,3,0.5555556,0.26666668,0.4,6,0,4,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,1,72,12,0,3,1,0,0,4,11,0,7,3,0,0,0,55,0,0,normal
286830,353d586,,7.142857,0,0,0,17.857143,1.8571428,0,12.857142,4.857143,0.48894554,0.79988664,5.7777777,7.571429,0,6.714286,0,0,0.85714287,0,0.5714286,0,0,2.2857144,1,0,2.2857144,0,0,1.1428572,0,0,51.714287,11,0,8,0.5714286,2,1.1428572,5.428571,10.285714,4.428571,9,2.142857,0,0,0,47,147.28572,0,enhancement
